	species	Day 	Air_temp	Water_temp	Salinity	NH4	Silicate	PO4	NO2_NO3	Tidal_height			
645	syn_10	273	20.5	16.6	34	NA	491.676.702	NA	398.961.658	0.7			
646	syn_10	274	24	13.6	34	NA	929.448.892	0.35865647	479.394.157	0.767			
647	syn_10	275	16.5	15	37	0.45541467	747.316.924	NA	340.940.811	0.687			
648	syn_10	276	12.8	14.8	35	NA	560.788.915	0.22233358	194.980.151	1.902			
649	syn_10	277	13.3	14.2	34	NA	335.568.200	NA	NA	2.096			
650	syn_10	279	15	15	34	0.59246255	473.112.511	0.29340584	335.872.437	3.596			
651	syn_10	280	12	14.8	34	0.34422829	425.226.139	0.06827934	107.608.610	3.427			
652	syn_10	281	16	14.9	35	0.56071625	460.514.160	NA	0.77871442	2.764			
653	syn_10	282	15	15	34	0.21646576	747.205.437	0.37307113	403.130.774	1.998			
654	syn_10	283	15.7	15	34	0.26956796	568.920.077	NA	0.62883643	2.221			
655	syn_10	284											
656	syn_10	285	13	14.3	34	101.936.349	1.096.390.997	0.56482964	2.238.246.012	0.855			
657	syn_10	286	13.5	14.2	34	0.50139971	802.320.554	0.32011347	643.173.978	0.605			
658	syn_10	287	15	14	34	0.72139918	682.555.397	0.32735032	224.926.414	0.872			
659	syn_10	288											
660	syn_10	289	11.7	13	34	0.27584549	1.026.670.677	0.46426078	400.626.666	1.505			
661	syn_10	290	12.8	13.1	34	0.61959417	925.552.032	0.42029521	342.771.250	1.673			
662	syn_10	291	10	11.8	35	113.919.458	1.403.286.008	0.67735015	653.670.004	2.665			
663	syn_10	292	9	11.5	34	NA	928.442.401	0.24797953	193.721.117	2.778			
664	syn_10	293	13.7	12.2	34	0.31245337	669.121.430	NA	149.546.708	2.946			
665	syn_10	294	13.5	12	34	0.44648775	786.365.667	NA	157.456.749	3.232			
666	syn_10	295	9.5	11.3	34	0.34300256	697.263.111	NA	140.486.230	3.022			
667	syn_10	296	8.7	11.2	35	0.34792908	840.643.114	0.31871464	368.415.534	2.655			
668	syn_11	236	17.8	NA	34	0.27492393	4.21989787	0.05520231	NA	2.847			
669	syn_11	240	23	18	34	NA	7.18331736	0.07581914	0.88218234	1.54			
670	syn_11	241	28.9	18.6	34	0.3042622	9.6138788	0.16589333	5.33803892	1.34			
671	syn_11	242	28.3	20	34	NA	8.70254607	0.08373814	2.35319588	0.92			
672	syn_11	243	31.8	20	34	0.40162698	8.29204861	0.15707403	1.63700583	0.816			
673	syn_11	244	27.5	20	NA	0.67201408	8.38006167	NA	1.26698903	0.707			
674	syn_11	245	31	20.8	34	0.47165878	6.42046635	0.17623048	2.14191335	0.749			
675	syn_11	246	24.8	16.8	34	0.57099117	8.13923172	0.1207861	0.78493458	1.556			
676	syn_11	247	24.5	19.5	34	0.72933438	6.26473726	0.17687965	0.36307309	1.647			
677	syn_11	248	22.8	16	34	1.3294906	9.55889026	0.22767358	2.85282762	2.279			
678	syn_11	249	24.5	15.3	34	NA	9.81178629	NA	NA	2.988			
679	syn_11	250	22.3	15.3	NA	0.22017042	7.85634114	0.2110399	2.07571329	3.232			
680	syn_11	251	24.5	14	35	0.44662338	9.79259867	0.4957588	6.28316885	3.544			
681	syn_11	252	22	16	34	NA	3.62048097	NA	NA	3.225			
682	syn_11	253	18.3	14.5	34	0.13557029	9.17461814	0.20596462	11.97060512	2.311			
683	syn_11	255	16.6	15.3	34	0.73863394	4.09706819	NA	2.22328082	0.908			
684	syn_11	256	18.3	16	34	NA	2.1538272	NA	1.26792339	0.717			
685	syn_11	257	21.3	16.2	34	0.20511208	5.66787229	NA	8.75177184	0.43			
686	syn_11	258	21.3	16.2	34	0.20511208	5.66787229	NA	8.75177184	0.43			
687	syn_11	259	19.7	15.4	35	1.41213507	8.60383916	0.21881931	1.64276403	1.021			
688	syn_11	260	15.8	15	NA	0.645455514	8.220016333	0.188656596	3.358025986	1.842			
689	syn_11	261	18.4	16.5	34	0.084449949	4.182439674	0.102966376	3.360362375	1.776			
690	syn_11	262	19.3	16	34	0.516553675	5.138416332	0.116435804	0.92503873	2.504			
691	syn_11	263	17	16.5	34	NA	2.47836526	NA	NA	2.902			
692	syn_11	264	16.8	16.3	35	NA	4.55118337	NA	0.80323694	2.907			
693	syn_11	265	24.5	16.1	34	0.12065417	5.68874843	NA	0.9802817	2.61			
694	syn_11	266	21.8	16.8	34	0.10839159	5.75379553	0.2120795	2.4233697	2.512			
695	syn_11	267	23	15.8	35	0.103145444	3.432459875	0.081593557	0.369492772	2.636			
696	syn_11	268	24.5	15.4	34	NA	388.553.437	0.1362162	1.380.458.067	2.506			
697	syn_11	270	16	16.1	34	NA	192.760.767	NA	0.64420558	1.417			
698	syn_11	272	23.4	15.8	NA	0.64088392	314.520.666	0.08225597	0.20502392	0.859			
699	syn_11	274	24	13.6	34	NA	929.448.892	0.35865647	479.394.157	0.767			
700	syn_11	275	16.5	15	37	0.45541467	747.316.924	NA	340.940.811	0.687			
701	syn_11	277	13.3	14.2	34	NA	335.568.200	NA	NA	2.096			
702	syn_11	280	12	14.8	34	0.34422829	425.226.139	0.06827934	107.608.610	3.427			
703	syn_11	281	16	14.9	35	0.56071625	460.514.160	NA	0.77871442	2.764			
704	syn_11	282	15	15	34	0.21646576	747.205.437	0.37307113	403.130.774	1.998			
705	syn_11	284											
706	syn_11	285	13	14.3	34	101.936.349	1.096.390.997	0.56482964	2.238.246.012	0.855			
707	syn_11	286	13.5	14.2	34	0.50139971	802.320.554	0.32011347	643.173.978	0.605			
708	syn_11	287	15	14	34	0.72139918	682.555.397	0.32735032	224.926.414	0.872			
709	syn_11	288											
710	syn_11	289	11.7	13	34	0.27584549	1.026.670.677	0.46426078	400.626.666	1.505			
711	syn_11	290	12.8	13.1	34	0.61959417	925.552.032	0.42029521	342.771.250	1.673			
712	syn_11	291	10	11.8	35	113.919.458	1.403.286.008	0.67735015	653.670.004	2.665			
713	syn_11	292	9	11.5	34	NA	928.442.401	0.24797953	193.721.117	2.778			
714	syn_11	293	13.7	12.2	34	0.31245337	669.121.430	NA	149.546.708	2.946			
715	syn_11	294	13.5	12	34	0.44648775	786.365.667	NA	157.456.749	3.232			
716	syn_11	295	9.5	11.3	34	0.34300256	697.263.111	NA	140.486.230	3.022			
717	syn_11	296	8.7	11.2	35	0.34792908	840.643.114	0.31871464	368.415.534	2.655			
718	syn_12	205	27	17.5	34	NA	NA	NA	NA	2.856			
719	syn_12	208	26	17	34	NA	NA	NA	NA	1.594			
720	syn_12	209	29	20	34	NA	NA	NA	NA	1.23			
721	syn_12	210	23	15	34	NA	NA	NA	NA	1.118			
722	syn_12	212	23	17.5	34	NA	NA	NA	NA	0.609			
723	syn_12	214	23.5	18.3	NA	0.857251761	2.337330274	0.069182486	0.625133203	0.52			
724	syn_12	215	26.5	13.5	34	0.45992612	2.53344865	0.09660993	0.57640175	0.609			
725	syn_12	216	28.3	11	34	0.18212627	6.61638308	NA	1.21387498	1.016			
726	syn_12	217	25.5	NA	NA	0.86768967	7.05001699	0.33053471	2.40520795	1.601			
727	syn_12	218	28.5	13.5	34	0.69743456	6.32002733	0.19483969	2.94348612	1.941			
728	syn_12	219	23.5	11	34	0.75950658	5.57384693	0.20614744	1.79758424	2.479			
729	syn_12	220	26.5	11	34	0.37917359	4.44770123	0.24337135	1.75748877	2.899			
730	syn_12	221	26.5	12.8	34	NA	4.10791588	NA	NA	3.13			
731	syn_12	222	25.5	13.8	NA	0.21565437	3.99431553	0.10142842	0.31993432	2.477			
732	syn_12	223	20.8	15.8	NA	0.26956796	3.99431553	NA	1.42315613	2.153			
733	syn_12	224	24.3	18	34	0.86120177	2.79666094	NA	0.90450944	1.375			
734	syn_12	225	21.5	19.8	NA	0.663421426	2.891279198	0.106077048	0.346832485	1.36			
735	syn_12	226	23	18.5	34	1.39859995	2.11237865	NA	0.63125864	0.302			
736	syn_12	227	26.8	18	34	0.60610945	4.21971346	NA	NA	0.3			
737	syn_12	229	30.5	14.5	34	0.13651523	4.99604763	0.16272107	2.41098874	0.533			
738	syn_12	230	21.5	16.5	34	0.52505727	3.45161568	NA	5.10852963	1.104			
739	syn_12	234	19.5	18.8	34	0.07227133	4.24216682	NA	7.36478308	2.813			
740	syn_12	248	22.8	16	34	1.3294906	9.55889026	0.22767358	2.85282762	2.279			
741	syn_12	249	24.5	15.3	34	NA	9.81178629	NA	NA	2.988			
742	syn_12	250	22.3	15.3	NA	0.22017042	7.85634114	0.2110399	2.07571329	3.232			
743	syn_12	251	24.5	14	35	0.44662338	9.79259867	0.4957588	6.28316885	3.544			
744	syn_12	252	22	16	34	NA	3.62048097	NA	NA	3.225			
745	syn_12	253	18.3	14.5	34	0.13557029	9.17461814	0.20596462	11.97060512	2.311			
746	syn_12	260	15.8	15	NA	0.645455514	8.220016333	0.188656596	3.358025986	1.842			
747	syn_12	265	24.5	16.1	34	0.12065417	5.68874843	NA	0.9802817	2.61			
748	syn_12	269	19.5	15.6	34	NA	368.516.943	NA	0.39649923	1.56			
749	syn_12	274	24	13.6	34	NA	929.448.892	0.35865647	479.394.157	0.767			
750	syn_12	275	16.5	15	37	0.45541467	747.316.924	NA	340.940.811	0.687			
751	syn_12	276	12.8	14.8	35	NA	560.788.915	0.22233358	194.980.151	1.902			
752	syn_12	282	15	15	34	0.21646576	747.205.437	0.37307113	403.130.774	1.998			
753	syn_12	285	13	14.3	34	101.936.349	1.096.390.997	0.56482964	2.238.246.012	0.855			
754	syn_12	287	15	14	34	0.72139918	682.555.397	0.32735032	224.926.414	0.872			
755	syn_12	289	11.7	13	34	0.27584549	1.026.670.677	0.46426078	400.626.666	1.505			
756	syn_12	290	12.8	13.1	34	0.61959417	925.552.032	0.42029521	342.771.250	1.673			
757	syn_12	291	10	11.8	35	113.919.458	1.403.286.008	0.67735015	653.670.004	2.665			
758	syn_12	292	9	11.5	34	NA	928.442.401	0.24797953	193.721.117	2.778			
759	syn_12	293	13.7	12.2	34	0.31245337	669.121.430	NA	149.546.708	2.946			
760	syn_12	294	13.5	12	34	0.44648775	786.365.667	NA	157.456.749	3.232			
761	syn_12	295	9.5	11.3	34	0.34300256	697.263.111	NA	140.486.230	3.022			
762	syn_12	296	8.7	11.2	35	0.34792908	840.643.114	0.31871464	368.415.534	2.655			
763	syn_13	209	29	20	34	NA	NA	NA	NA	1.23			
764	syn_13	211	24	17	34	NA	NA	NA	NA	0.83			
765	syn_13	212	23	17.5	34	NA	NA	NA	NA	0.609			
766	syn_13	213	NA	19	33	NA	NA	NA	NA	0.46			
767	syn_13	214	23.5	18.3	NA	0.857251761	2.337330274	0.069182486	0.625133203	0.52			
768	syn_13	215	26.5	13.5	34	0.45992612	2.53344865	0.09660993	0.57640175	0.609			
769	syn_13	216	28.3	11	34	0.18212627	6.61638308	NA	1.21387498	1.016			
770	syn_13	217	25.5	NA	NA	0.86768967	7.05001699	0.33053471	2.40520795	1.601			
771	syn_13	218	28.5	13.5	34	0.69743456	6.32002733	0.19483969	2.94348612	1.941			
772	syn_13	219	23.5	11	34	0.75950658	5.57384693	0.20614744	1.79758424	2.479			
773	syn_13	220	26.5	11	34	0.37917359	4.44770123	0.24337135	1.75748877	2.899			
774	syn_13	221	26.5	12.8	34	NA	4.10791588	NA	NA	3.13			
775	syn_13	222	25.5	13.8	NA	0.21565437	3.99431553	0.10142842	0.31993432	2.477			
776	syn_13	223	20.8	15.8	NA	0.26956796	3.99431553	NA	1.42315613	2.153			
777	syn_13	225	21.5	19.8	NA	0.663421426	2.891279198	0.106077048	0.346832485	1.36			
778	syn_13	226	23	18.5	34	1.39859995	2.11237865	NA	0.63125864	0.302			
779	syn_13	227	26.8	18	34	0.60610945	4.21971346	NA	NA	0.3			
780	syn_13	228	21.5	17.8	34	0.13728068	4.57914812	NA	1.47610915	0.166			
781	syn_13	229	30.5	14.5	34	0.13651523	4.99604763	0.16272107	2.41098874	0.533			
782	syn_13	230	21.5	16.5	34	0.52505727	3.45161568	NA	5.10852963	1.104			
783	syn_13	231	25.5	18.8	34	0.14743555	2.76116774	NA	NA	1.851			
784	syn_13	233	20.3	19.3	34	0.65253609	3.88623984	0.07189082	6.67253515	2.456			
785	syn_13	234	19.5	18.8	34	0.07227133	4.24216682	NA	7.36478308	2.813			
786	syn_13	235	NA	NA	34	NA	3.02969798	NA	1.24992589	2.996			
787	syn_13	236	17.8	NA	34	0.27492393	4.21989787	0.05520231	NA	2.847			
788	syn_13	239	21.3	17.8	34	NA	8.44858475	NA	1.24735746	1.601			
789	syn_13	240	23	18	34	NA	7.18331736	0.07581914	0.88218234	1.54			
790	syn_13	241	28.9	18.6	34	0.3042622	9.6138788	0.16589333	5.33803892	1.34			
791	syn_13	246	24.8	16.8	34	0.57099117	8.13923172	0.1207861	0.78493458	1.556			
792	syn_13	248	22.8	16	34	1.3294906	9.55889026	0.22767358	2.85282762	2.279			
793	syn_13	249	24.5	15.3	34	NA	9.81178629	NA	NA	2.988			
794	syn_13	250	22.3	15.3	NA	0.22017042	7.85634114	0.2110399	2.07571329	3.232			
795	syn_13	251	24.5	14	35	0.44662338	9.79259867	0.4957588	6.28316885	3.544			
796	syn_13	252	22	16	34	NA	3.62048097	NA	NA	3.225			
797	syn_13	253	18.3	14.5	34	0.13557029	9.17461814	0.20596462	11.97060512	2.311			
798	syn_13	255	16.6	15.3	34	0.73863394	4.09706819	NA	2.22328082	0.908			
799	syn_13	256	18.3	16	34	NA	2.1538272	NA	1.26792339	0.717			
800	syn_13	257	21.3	16.2	34	0.20511208	5.66787229	NA	8.75177184	0.43			
801	syn_13	258	21.3	16.2	34	0.20511208	5.66787229	NA	8.75177184	0.43			
802	syn_13	259	19.7	15.4	35	1.41213507	8.60383916	0.21881931	1.64276403	1.021			
803	syn_13	260	15.8	15	NA	0.645455514	8.220016333	0.188656596	3.358025986	1.842			
804	syn_13	261	18.4	16.5	34	0.084449949	4.182439674	0.102966376	3.360362375	1.776			
805	syn_13	262	19.3	16	34	0.516553675	5.138416332	0.116435804	0.92503873	2.504			
806	syn_13	263	17	16.5	34	NA	2.47836526	NA	NA	2.902			
807	syn_13	264	16.8	16.3	35	NA	4.55118337	NA	0.80323694	2.907			
808	syn_13	265	24.5	16.1	34	0.12065417	5.68874843	NA	0.9802817	2.61			
809	syn_13	266	21.8	16.8	34	0.10839159	5.75379553	0.2120795	2.4233697	2.512			
810	syn_13	267	23	15.8	35	0.103145444	3.432459875	0.081593557	0.369492772	2.636			
811	syn_13	268	24.5	15.4	34	NA	388.553.437	0.1362162	1.380.458.067	2.506			
812	syn_13	269	19.5	15.6	34	NA	368.516.943	NA	0.39649923	1.56			
813	syn_13	271	23.5	16.1	34	NA	308.472.192	0.06192189	0.2512548	1.629			
814	syn_13	272	23.4	15.8	NA	0.64088392	314.520.666	0.08225597	0.20502392	0.859			
815	syn_13	274	24	13.6	34	NA	929.448.892	0.35865647	479.394.157	0.767			
816	syn_13	275	16.5	15	37	0.45541467	747.316.924	NA	340.940.811	0.687			
817	syn_13	276	12.8	14.8	35	NA	560.788.915	0.22233358	194.980.151	1.902			
818	syn_13	277	13.3	14.2	34	NA	335.568.200	NA	NA	2.096			
819	syn_13	278											
820	syn_13	279	15	15	34	0.59246255	473.112.511	0.29340584	335.872.437	3.596			
821	syn_13	280	12	14.8	34	0.34422829	425.226.139	0.06827934	107.608.610	3.427			
822	syn_13	281	16	14.9	35	0.56071625	460.514.160	NA	0.77871442	2.764			
823	syn_13	282	15	15	34	0.21646576	747.205.437	0.37307113	403.130.774	1.998			
824	syn_13	283	15.7	15	34	0.26956796	568.920.077	NA	0.62883643	2.221			
825	syn_13	284											
826	syn_13	286	13.5	14.2	34	0.50139971	802.320.554	0.32011347	643.173.978	0.605			
827	syn_13	287	15	14	34	0.72139918	682.555.397	0.32735032	224.926.414	0.872			
828	syn_13	288											
829	syn_13	289	11.7	13	34	0.27584549	1.026.670.677	0.46426078	400.626.666	1.505			
830	syn_13	293	13.7	12.2	34	0.31245337	669.121.430	NA	149.546.708	2.946			
831	syn_13	295	9.5	11.3	34	0.34300256	697.263.111	NA	140.486.230	3.022			
832	syn_13	296	8.7	11.2	35	0.34792908	840.643.114	0.31871464	368.415.534	2.655			
833	syn_14	206	NA	NA	NA	NA	NA	NA	NA	2.605			
834	syn_14	207	21	20	33	NA	NA	NA	NA	1.949			
835	syn_14	208	26	17	34	NA	NA	NA	NA	1.594			
836	syn_14	211	24	17	34	NA	NA	NA	NA	0.83			
837	syn_14	214	23.5	18.3	NA	0.857251761	2.337330274	0.069182486	0.625133203	0.52			
838	syn_14	216	28.3	11	34	0.18212627	6.61638308	NA	1.21387498	1.016			
839	syn_14	221	26.5	12.8	34	NA	4.10791588	NA	NA	3.13			
840	syn_14	222	25.5	13.8	NA	0.21565437	3.99431553	0.10142842	0.31993432	2.477			
841	syn_14	223	20.8	15.8	NA	0.26956796	3.99431553	NA	1.42315613	2.153			
842	syn_14	225	21.5	19.8	NA	0.663421426	2.891279198	0.106077048	0.346832485	1.36			
843	syn_14	226	23	18.5	34	1.39859995	2.11237865	NA	0.63125864	0.302			
844	syn_14	227	26.8	18	34	0.60610945	4.21971346	NA	NA	0.3			
845	syn_14	228	21.5	17.8	34	0.13728068	4.57914812	NA	1.47610915	0.166			
846	syn_14	229	30.5	14.5	34	0.13651523	4.99604763	0.16272107	2.41098874	0.533			
847	syn_14	233	20.3	19.3	34	0.65253609	3.88623984	0.07189082	6.67253515	2.456			
848	syn_14	245	31	20.8	34	0.47165878	6.42046635	0.17623048	2.14191335	0.749			
849	syn_14	248	22.8	16	34	1.3294906	9.55889026	0.22767358	2.85282762	2.279			
850	syn_14	252	22	16	34	NA	3.62048097	NA	NA	3.225			
851	syn_14	260	15.8	15	NA	0.645455514	8.220016333	0.188656596	3.358025986	1.842			
852	syn_14	261	18.4	16.5	34	0.084449949	4.182439674	0.102966376	3.360362375	1.776			
853	syn_14	274	24	13.6	34	NA	929.448.892	0.35865647	479.394.157	0.767			
854	syn_14	275	16.5	15	37	0.45541467	747.316.924	NA	340.940.811	0.687			
855	syn_14	276	12.8	14.8	35	NA	560.788.915	0.22233358	194.980.151	1.902			
856	syn_14	277	13.3	14.2	34	NA	335.568.200	NA	NA	2.096			
857	syn_14	278											
858	syn_14	279	15	15	34	0.59246255	473.112.511	0.29340584	335.872.437	3.596			
859	syn_14	280	12	14.8	34	0.34422829	425.226.139	0.06827934	107.608.610	3.427			
860	syn_14	281	16	14.9	35	0.56071625	460.514.160	NA	0.77871442	2.764			
861	syn_14	282	15	15	34	0.21646576	747.205.437	0.37307113	403.130.774	1.998			
862	syn_14	283	15.7	15	34	0.26956796	568.920.077	NA	0.62883643	2.221			
863	syn_14	284											
864	syn_14	285	13	14.3	34	101.936.349	1.096.390.997	0.56482964	2.238.246.012	0.855			
865	syn_14	286	13.5	14.2	34	0.50139971	802.320.554	0.32011347	643.173.978	0.605			
866	syn_14	287	15	14	34	0.72139918	682.555.397	0.32735032	224.926.414	0.872			
867	syn_14	288											
868	syn_14	289	11.7	13	34	0.27584549	1.026.670.677	0.46426078	400.626.666	1.505			
869	syn_14	290	12.8	13.1	34	0.61959417	925.552.032	0.42029521	342.771.250	1.673			
870	syn_14	291	10	11.8	35	113.919.458	1.403.286.008	0.67735015	653.670.004	2.665			
871	syn_14	292	9	11.5	34	NA	928.442.401	0.24797953	193.721.117	2.778			
872	syn_14	293	13.7	12.2	34	0.31245337	669.121.430	NA	149.546.708	2.946			
873	syn_14	294	13.5	12	34	0.44648775	786.365.667	NA	157.456.749	3.232			
874	syn_14	295	9.5	11.3	34	0.34300256	697.263.111	NA	140.486.230	3.022			
875	syn_14	296	8.7	11.2	35	0.34792908	840.643.114	0.31871464	368.415.534	2.655			
876	syn_15	216	28.3	11	34	0.18212627	6.61638308	NA	1.21387498	1.016			
877	syn_15	217	25.5	NA	NA	0.86768967	7.05001699	0.33053471	2.40520795	1.601			
878	syn_15	222	25.5	13.8	NA	0.21565437	3.99431553	0.10142842	0.31993432	2.477			
879	syn_15	234	19.5	18.8	34	0.07227133	4.24216682	NA	7.36478308	2.813			
880	syn_15	251	24.5	14	35	0.44662338	9.79259867	0.4957588	6.28316885	3.544			
881	syn_15	252	22	16	34	NA	3.62048097	NA	NA	3.225			
882	syn_15	253	18.3	14.5	34	0.13557029	9.17461814	0.20596462	11.97060512	2.311			
883	syn_15	255	16.6	15.3	34	0.73863394	4.09706819	NA	2.22328082	0.908			
884	syn_15	256	18.3	16	34	NA	2.1538272	NA	1.26792339	0.717			
885	syn_15	259	19.7	15.4	35	1.41213507	8.60383916	0.21881931	1.64276403	1.021			
886	syn_15	261	15.8	15	NA	0.645455514	8.220016333	0.188656596	3.358025986	1.842			
887	syn_15	262	18.4	16.5	34	0.084449949	4.182439674	0.102966376	3.360362375	1.776			
888	syn_15	263	19.3	16	34	0.516553675	5.138416332	0.116435804	0.92503873	2.504			
889	syn_15	266	17	16.5	34	NA	2.47836526	NA	NA	2.902			
890	syn_15	272	23.4	15.8	NA	0.64088392	314.520.666	0.08225597	0.20502392	0.859			
891	syn_15	274	24	13.6	34	NA	929.448.892	0.35865647	479.394.157	0.767			
892	syn_15	275	16.5	15	37	0.45541467	747.316.924	NA	340.940.811	0.687			
893	syn_15	276	12.8	14.8	35	NA	560.788.915	0.22233358	194.980.151	1.902			
894	syn_15	277	13.3	14.2	34	NA	335.568.200	NA	NA	2.096			
895	syn_15	278											
896	syn_15	279	15	15	34	0.59246255	473.112.511	0.29340584	335.872.437	3.596			
897	syn_15	280	12	14.8	34	0.34422829	425.226.139	0.06827934	107.608.610	3.427			
898	syn_15	281	16	14.9	35	0.56071625	460.514.160	NA	0.77871442	2.764			
899	syn_15	282	15	15	34	0.21646576	747.205.437	0.37307113	403.130.774	1.998			
900	syn_15	283	15.7	15	34	0.26956796	568.920.077	NA	0.62883643	2.221			
901	syn_15	284											
902	syn_15	285	13	14.3	34	101.936.349	1.096.390.997	0.56482964	2.238.246.012	0.855			
903	syn_15	286	13.5	14.2	34	0.50139971	802.320.554	0.32011347	643.173.978	0.605			
904	syn_15	287	15	14	34	0.72139918	682.555.397	0.32735032	224.926.414	0.872			
905	syn_15	288											
906	syn_15	289	11.7	13	34	0.27584549	1.026.670.677	0.46426078	400.626.666	1.505			
907	syn_15	290	12.8	13.1	34	0.61959417	925.552.032	0.42029521	342.771.250	1.673			
908	syn_15	291	10	11.8	35	113.919.458	1.403.286.008	0.67735015	653.670.004	2.665			
909	syn_15	292	9	11.5	34	NA	928.442.401	0.24797953	193.721.117	2.778			
910	syn_15	293	13.7	12.2	34	0.31245337	669.121.430	NA	149.546.708	2.946			
911	syn_15	294	13.5	12	34	0.44648775	786.365.667	NA	157.456.749	3.232			
912	syn_15	295	9.5	11.3	34	0.34300256	697.263.111	NA	140.486.230	3.022			
913	syn_15	296	8.7	11.2	35	0.34792908	840.643.114	0.31871464	368.415.534	2.655			
914	syn_16	256	18.3	16	34	NA	2.1538272	NA	1.26792339	0.717			
915	syn_16	257	21.3	16.2	34	0.20511208	5.66787229	NA	8.75177184	0.43			
916	syn_16	258	21.3	16.2	34	0.20511208	5.66787229	NA	8.75177184	0.43			
917	syn_16	259	19.7	15.4	35	1.41213507	8.60383916	0.21881931	1.64276403	1.021			
918	syn_16	260	15.8	15	NA	0.645455514	8.220016333	0.188656596	3.358025986	1.842			
919	syn_16	261	18.4	16.5	34	0.084449949	4.182439674	0.102966376	3.360362375	1.776			
920	syn_16	262	19.3	16	34	0.516553675	5.138416332	0.116435804	0.92503873	2.504			
921	syn_16	263	17	16.5	34	NA	2.47836526	NA	NA	2.902			
922	syn_16	264	16.8	16.3	35	NA	4.55118337	NA	0.80323694	2.907			
923	syn_16	265	24.5	16.1	34	0.12065417	5.68874843	NA	0.9802817	2.61			
924	syn_16	266	21.8	16.8	34	0.10839159	5.75379553	0.2120795	2.4233697	2.512			
925	syn_16	267	23	15.8	35	0.103145444	3.432459875	0.081593557	0.369492772	2.636			
926	syn_16	268	24.5	15.4	34	NA	388.553.437	0.1362162	1.380.458.067	2.506			
927	syn_16	272	23.4	15.8	NA	0.64088392	314.520.666	0.08225597	0.20502392	0.859			
928	syn_16	273	20.5	16.6	34	NA	491.676.702	NA	398.961.658	0.7			
929	syn_16	274	24	13.6	34	NA	929.448.892	0.35865647	479.394.157	0.767			
930	syn_16	275	16.5	15	37	0.45541467	747.316.924	NA	340.940.811	0.687			
931	syn_16	276	12.8	14.8	35	NA	560.788.915	0.22233358	194.980.151	1.902			
932	syn_16	277	13.3	14.2	34	NA	335.568.200	NA	NA	2.096			
933	syn_16	278											
934	syn_16	279	15	15	34	0.59246255	473.112.511	0.29340584	335.872.437	3.596			
935	syn_16	280	12	14.8	34	0.34422829	425.226.139	0.06827934	107.608.610	3.427			
936	syn_16	281	16	14.9	35	0.56071625	460.514.160	NA	0.77871442	2.764			
937	syn_16	282	15	15	34	0.21646576	747.205.437	0.37307113	403.130.774	1.998			
938	syn_16	283	15.7	15	34	0.26956796	568.920.077	NA	0.62883643	2.221			
939	syn_16	284											
940	syn_16	285	13	14.3	34	101.936.349	1.096.390.997	0.56482964	2.238.246.012	0.855			
941	syn_16	286	13.5	14.2	34	0.50139971	802.320.554	0.32011347	643.173.978	0.605			
942	syn_16	287	15	14	34	0.72139918	682.555.397	0.32735032	224.926.414	0.872			
943	syn_16	288											
944	syn_16	289	11.7	13	34	0.27584549	1.026.670.677	0.46426078	400.626.666	1.505			
945	syn_16	290	12.8	13.1	34	0.61959417	925.552.032	0.42029521	342.771.250	1.673			
946	syn_16	291	10	11.8	35	113.919.458	1.403.286.008	0.67735015	653.670.004	2.665			
947	syn_16	292	9	11.5	34	NA	928.442.401	0.24797953	193.721.117	2.778			
948	syn_16	293	13.7	12.2	34	0.31245337	669.121.430	NA	149.546.708	2.946			
949	syn_16	294	13.5	12	34	0.44648775	786.365.667	NA	157.456.749	3.232			
950	syn_16	295	9.5	11.3	34	0.34300256	697.263.111	NA	140.486.230	3.022			
951	syn_16	296	8.7	11.2	35	0.34792908	840.643.114	0.31871464	368.415.534	2.655			
952	syn_17	214	23.5	18.3	NA	0.857251761	2.337330274	0.069182486	0.625133203	0.52			
953	syn_17	226	23	18.5	34	1.39859995	2.11237865	NA	0.63125864	0.302			
954	syn_17	227	26.8	18	34	0.60610945	4.21971346	NA	NA	0.3			
955	syn_17	228	21.5	17.8	34	0.13728068	4.57914812	NA	1.47610915	0.166			
956	syn_17	229	30.5	14.5	34	0.13651523	4.99604763	0.16272107	2.41098874	0.533			
957	syn_17	231	25.5	18.8	34	0.14743555	2.76116774	NA	NA	1.851			
958	syn_17	233	20.3	19.3	34	0.65253609	3.88623984	0.07189082	6.67253515	2.456			
959	syn_17	234	19.5	18.8	34	0.07227133	4.24216682	NA	7.36478308	2.813			
960	syn_17	235	NA	NA	34	NA	3.02969798	NA	1.24992589	2.996			
961	syn_17	236	17.8	NA	34	0.27492393	4.21989787	0.05520231	NA	2.847			
962	syn_17	237	NA	NA	32	0.47109591	5.21808205	0.28624272	1.72108027	2.833			
963	syn_17	245	31	20.8	34	0.47165878	6.42046635	0.17623048	2.14191335	0.749			
964	syn_17	249	24.5	15.3	34	NA	9.81178629	NA	NA	2.988			
965	syn_17	250	22.3	15.3	NA	0.22017042	7.85634114	0.2110399	2.07571329	3.232			
966	syn_17	251	24.5	14	35	0.44662338	9.79259867	0.4957588	6.28316885	3.544			
967	syn_17	252	22	16	34	NA	3.62048097	NA	NA	3.225			
968	syn_17	253	18.3	14.5	34	0.13557029	9.17461814	0.20596462	11.97060512	2.311			
969	syn_17	255	16.6	15.3	34	0.73863394	4.09706819	NA	2.22328082	0.908			
970	syn_17	256	18.3	16	34	NA	2.1538272	NA	1.26792339	0.717			
